,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,NumDealsPurchases,Web,Catalog,Store,WebVisits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spending,Time_With_Company,Children,Has_Child,TotalAcceptedCmp,Family_size
1794,60,Postgraduate,Partner,32583.0,1,1,15-06-2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,91.0,2,Has Child,0,4
1795,59,Graduate,Partner,62568.0,0,1,07-04-2014,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,953,93.3,1,Has Child,1,3
1796,50,Postgraduate,Single,44635.0,1,1,11-10-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,99.23333333333333,2,Has Child,0,3
1797,50,Postgraduate,Single,33316.0,1,1,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,99.46666666666667,2,Has Child,0,3
1798,53,Graduate,Partner,63967.0,0,1,09-08-2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,101.33333333333333,1,Has Child,0,3
1799,43,Undergraduate,Partner,52513.0,0,0,04-09-2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,112.63333333333334,0,No Child,0,2
1800,52,Graduate,Partner,25293.0,1,0,15-09-2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,100.1,1,Has Child,0,3
1801,56,Postgraduate,Single,54111.0,0,1,25-08-2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,100.8,1,Has Child,0,2
1802,35,Graduate,Partner,78394.0,0,0,15-02-2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,107.16666666666667,0,No Child,1,2
1803,63,Postgraduate,Partner,80739.0,0,0,23-05-2013,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,103.93333333333334,0,No Child,0,2
1804,46,Postgraduate,Partner,22669.0,1,0,22-05-2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,103.96666666666667,1,Has Child,1,3
1805,34,Graduate,Single,29236.0,1,0,08-10-2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,99.33333333333333,1,Has Child,0,2
1806,62,Graduate,Partner,44911.0,0,1,15-03-2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,106.23333333333333,1,Has Child,0,3
1807,59,Postgraduate,Partner,54693.0,0,1,17-02-2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,107.1,1,Has Child,0,3
1808,47,Graduate,Partner,48186.0,1,0,20-03-2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,93.9,1,Has Child,0,3
1809,44,Graduate,Partner,54809.0,1,1,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,100.23333333333333,2,Has Child,1,4
1810,43,Graduate,Partner,41580.0,1,1,10-12-2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,109.4,2,Has Child,0,4
1811,51,Postgraduate,Partner,80336.0,0,0,09-09-2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,100.3,0,No Child,0,2
1812,64,Graduate,Partner,47743.0,0,1,22-03-2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,275,106.0,1,Has Child,1,3
1813,66,Undergraduate,Partner,62972.0,0,1,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,113.7,1,Has Child,0,3
1814,67,Postgraduate,Single,57333.0,0,1,22-09-2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,112.03333333333333,1,Has Child,1,2
1815,39,Postgraduate,Partner,32313.0,1,0,11-02-2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,107.3,1,Has Child,0,3
1816,68,Postgraduate,Single,84953.0,0,0,03-06-2013,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,1024,103.56666666666666,0,No Child,4,1
1817,53,Postgraduate,Single,27071.0,1,0,23-04-2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,92.76666666666667,1,Has Child,0,2
1818,64,Postgraduate,Partner,68148.0,0,0,31-08-2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,100.6,0,No Child,0,2
1819,56,Postgraduate,Partner,65735.0,1,1,07-12-2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,97.33333333333333,2,Has Child,0,4
1820,46,Postgraduate,Partner,86836.0,0,0,12-09-2012,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,557,112.36666666666666,0,No Child,4,2
1821,58,Postgraduate,Partner,4023.0,1,1,23-06-2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,90.73333333333333,2,Has Child,0,4
1822,31,Graduate,Partner,30093.0,0,0,08-07-2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,102.4,0,No Child,0,2
1823,55,Postgraduate,Partner,57705.0,0,1,11-01-2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,96.16666666666667,1,Has Child,0,3
1824,33,Graduate,Single,25008.0,1,0,02-02-2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,95.43333333333334,1,Has Child,0,2
1825,26,Undergraduate,Single,83257.0,0,0,18-09-2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1365,112.16666666666667,0,No Child,3,1
1826,46,Graduate,Partner,22280.0,1,0,19-05-2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,104.06666666666666,1,Has Child,0,3
1827,43,Postgraduate,Partner,72159.0,0,0,29-10-2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,110.8,0,No Child,0,2
1828,60,Graduate,Partner,64260.0,0,0,11-01-2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,108.33333333333333,0,No Child,1,2
1829,37,Postgraduate,Single,82733.0,0,0,10-09-2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,100.26666666666667,0,No Child,1,1
1830,50,Postgraduate,Single,74290.0,0,1,12-08-2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,101.23333333333333,1,Has Child,2,2
1831,70,Postgraduate,Single,58217.0,2,1,17-11-2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,110.16666666666667,3,Has Child,0,4
1832,45,Postgraduate,Partner,21024.0,0,0,04-07-2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,102.53333333333333,0,No Child,0,2
1833,49,Postgraduate,Partner,70116.0,0,0,26-01-2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,107.83333333333333,0,No Child,0,2
1834,36,Graduate,Partner,54006.0,1,0,18-09-2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,112.16666666666667,1,Has Child,0,3
1835,55,Postgraduate,Partner,69063.0,0,1,07-11-2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,110.5,1,Has Child,0,3
1836,46,Undergraduate,Single,11448.0,0,0,15-12-2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,97.06666666666666,0,No Child,0,1
1837,42,Graduate,Single,61825.0,0,1,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,101.4,1,Has Child,0,2
1838,50,Graduate,Partner,70886.0,1,0,14-10-2013,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,99.13333333333334,1,Has Child,0,3
1839,39,Graduate,Partner,69109.0,0,0,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,110.43333333333334,0,No Child,2,2
1840,48,Graduate,Single,60208.0,1,1,07-10-2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,656,111.53333333333333,2,Has Child,2,3
1841,53,Postgraduate,Partner,32889.0,1,1,06-09-2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,100.4,2,Has Child,0,4
1842,37,Graduate,Single,34738.0,1,0,11-05-2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,92.16666666666667,1,Has Child,0,2
1843,50,Postgraduate,Partner,30538.0,1,0,01-10-2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,111.73333333333333,1,Has Child,0,3
1844,44,Undergraduate,Partner,82326.0,0,0,10-03-2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,94.23333333333333,0,No Child,4,2
1845,54,Postgraduate,Single,26642.0,1,0,01-03-2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,94.53333333333333,1,Has Child,0,2
1846,57,Graduate,Single,69932.0,0,1,12-06-2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,103.26666666666667,1,Has Child,0,2
1847,49,Graduate,Single,44503.0,1,1,16-04-2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,93.0,2,Has Child,0,3
1848,73,Postgraduate,Single,60200.0,0,1,02-01-2013,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,108.63333333333334,1,Has Child,0,2
1849,69,Graduate,Single,49638.0,0,1,19-04-2014,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,92.9,1,Has Child,0,2
1850,34,Undergraduate,Single,23830.0,0,0,07-02-2014,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,95.26666666666667,0,No Child,0,1
1851,62,Postgraduate,Single,33051.0,0,0,16-08-2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,113.26666666666667,0,No Child,1,1
1852,63,Graduate,Partner,72905.0,0,0,21-01-2014,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1515,95.83333333333333,0,No Child,1,2
1853,70,Postgraduate,Partner,69702.0,0,1,19-02-2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1039,107.03333333333333,1,Has Child,0,3
1854,46,Graduate,Single,70300.0,1,0,15-07-2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1596,102.16666666666667,1,Has Child,0,2
1855,37,Postgraduate,Partner,70643.0,0,0,15-10-2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1828,111.26666666666667,0,No Child,1,2
1856,52,Postgraduate,Partner,30396.0,1,0,30-04-2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,34,92.53333333333333,1,Has Child,2,3
1857,53,Postgraduate,Single,50616.0,0,1,18-04-2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,149,92.93333333333334,1,Has Child,0,2
1858,52,Postgraduate,Single,62772.0,0,1,19-05-2013,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,946,104.06666666666666,1,Has Child,1,2
1859,36,Postgraduate,Single,30298.0,0,0,19-05-2014,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,28,91.9,0,No Child,0,1
1860,37,Graduate,Single,52413.0,1,0,03-11-2012,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,450,110.63333333333334,1,Has Child,0,2
1861,64,Postgraduate,Partner,44155.0,1,1,19-01-2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,46,95.9,2,Has Child,0,4
1862,50,Postgraduate,Single,86979.0,0,0,07-11-2013,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,1702,98.33333333333333,0,No Child,2,1
1863,46,Graduate,Partner,76532.0,1,1,09-09-2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,820,100.3,2,Has Child,0,4
1864,39,Graduate,Partner,42081.0,1,0,26-02-2013,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,382,106.8,1,Has Child,1,3
1865,33,Postgraduate,Partner,67546.0,0,0,31-08-2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,112.76666666666667,0,No Child,0,2
1866,32,Postgraduate,Partner,88420.0,0,0,02-05-2014,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,2069,92.46666666666667,0,No Child,3,2
1867,36,Graduate,Partner,31158.0,1,0,27-01-2013,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,72,107.8,1,Has Child,0,3
1868,53,Graduate,Single,61671.0,0,1,03-06-2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,732,91.4,1,Has Child,2,2
1869,47,Graduate,Single,69719.0,0,0,26-05-2014,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,801,91.66666666666667,0,No Child,0,1
1870,72,Graduate,Single,49160.0,0,1,20-10-2013,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,236,98.93333333333334,1,Has Child,0,2
1871,43,Undergraduate,Partner,24882.0,1,0,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,80,112.46666666666667,1,Has Child,1,3
1872,67,Postgraduate,Single,90933.0,0,0,31-03-2014,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,1685,93.53333333333333,0,No Child,1,1
1873,71,Postgraduate,Partner,59292.0,0,1,13-06-2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,103.23333333333333,1,Has Child,0,3
1874,57,Postgraduate,Partner,45759.0,1,1,23-02-2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,68,106.9,2,Has Child,0,4
1875,38,Graduate,Single,22148.0,0,0,13-04-2014,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,49,93.1,0,No Child,0,1
1876,34,Postgraduate,Partner,73395.0,0,0,18-03-2014,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,397,93.96666666666667,0,No Child,0,2
1877,50,Graduate,Single,29819.0,1,0,24-10-2013,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,39,98.8,1,Has Child,0,2
1878,53,Graduate,Partner,45688.0,0,1,25-01-2014,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,306,95.7,1,Has Child,1,3
1879,67,Graduate,Partner,62820.0,0,0,11-05-2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,976,104.33333333333333,0,No Child,0,2
1880,50,Postgraduate,Partner,60491.0,0,1,06-09-2013,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,1028,100.4,1,Has Child,0,3
1881,35,Graduate,Partner,33235.0,1,0,05-02-2014,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,70,95.33333333333333,1,Has Child,0,3
1882,62,Graduate,Partner,35701.0,0,0,19-03-2013,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,46,106.1,0,No Child,0,2
1883,41,Postgraduate,Partner,31535.0,1,0,26-09-2013,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,51,99.73333333333333,1,Has Child,1,3
1884,61,Undergraduate,Partner,92556.0,0,0,20-04-2014,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,1263,92.86666666666666,0,No Child,0,2
1885,51,Graduate,Single,67384.0,0,1,10-11-2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,1490,110.4,1,Has Child,1,2
1886,50,Postgraduate,Partner,80573.0,0,0,14-10-2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,111.3,0,No Child,0,2
1887,54,Graduate,Partner,77870.0,0,1,22-08-2012,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,1815,113.06666666666666,1,Has Child,3,3
1888,58,Postgraduate,Single,52278.0,0,1,25-01-2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,1198,107.86666666666666,1,Has Child,0,2
1889,53,Graduate,Single,57107.0,0,1,24-08-2012,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,416,113.0,1,Has Child,3,2
1890,31,Graduate,Partner,18929.0,0,0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,107.13333333333334,0,No Child,0,2
1891,40,Postgraduate,Single,36038.0,1,0,31-05-2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,47,103.66666666666667,1,Has Child,0,2
1892,45,Graduate,Single,20180.0,0,0,20-02-2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,137,107.0,0,No Child,0,1
1893,56,Postgraduate,Partner,34230.0,1,1,26-12-2012,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,21,108.86666666666666,2,Has Child,0,4
1894,44,Undergraduate,Single,31878.0,0,1,22-06-2014,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,70,90.76666666666667,1,Has Child,0,2
1895,49,Undergraduate,Partner,70932.0,0,1,19-01-2014,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,909,95.9,1,Has Child,0,3
1896,65,Graduate,Single,91249.0,0,0,20-10-2012,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,1676,111.1,0,No Child,5,1
1897,78,Postgraduate,Single,77598.0,0,0,01-10-2013,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,1735,99.56666666666666,0,No Child,1,1
1898,62,Graduate,Single,80982.0,1,1,08-01-2013,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,1191,108.43333333333334,2,Has Child,0,3
1899,44,Postgraduate,Partner,22701.0,1,0,05-09-2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,24,100.43333333333334,1,Has Child,0,3
1900,52,Postgraduate,Partner,55212.0,0,1,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,109.96666666666667,1,Has Child,2,3
1901,51,Graduate,Partner,70617.0,0,0,23-06-2013,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,1280,102.9,0,No Child,0,2
1902,64,Graduate,Single,64849.0,0,0,13-11-2012,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,1336,110.3,0,No Child,1,1
1903,56,Postgraduate,Partner,62694.0,1,1,17-06-2013,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,749,103.1,2,Has Child,0,4
1904,47,Postgraduate,Partner,61917.0,1,1,20-11-2013,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,91,97.9,2,Has Child,0,4
1905,74,Postgraduate,Partner,67472.0,0,1,28-09-2013,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,414,99.66666666666667,1,Has Child,0,3
1906,39,Postgraduate,Partner,21059.0,1,0,07-01-2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,44,96.3,1,Has Child,0,3
1907,53,Postgraduate,Partner,29543.0,2,0,01-04-2014,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,63,93.5,2,Has Child,0,4
1908,70,Graduate,Partner,75903.0,0,1,08-04-2013,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,901,105.43333333333334,1,Has Child,0,3
1909,46,Undergraduate,Partner,34984.0,1,1,06-09-2012,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,38,112.56666666666666,2,Has Child,0,4
1910,65,Postgraduate,Single,54998.0,0,1,10-03-2013,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,455,106.4,1,Has Child,1,2
1911,72,Postgraduate,Single,54356.0,0,1,19-11-2012,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,775,110.1,1,Has Child,1,2
1912,62,Postgraduate,Partner,34242.0,0,1,23-03-2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,15,93.8,1,Has Child,0,3
1913,48,Graduate,Partner,25410.0,1,0,31-08-2013,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,38,100.6,1,Has Child,0,3
1914,37,Postgraduate,Partner,73356.0,0,0,06-02-2014,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,1512,95.3,0,No Child,4,2
1915,71,Graduate,Partner,28320.0,0,1,14-01-2013,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,43,108.23333333333333,1,Has Child,0,3
1916,44,Graduate,Single,23763.0,1,0,07-08-2012,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,42,113.56666666666666,1,Has Child,0,2
1917,37,Graduate,Partner,72570.0,0,0,25-04-2014,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,1089,92.7,0,No Child,0,2
1918,45,Postgraduate,Partner,34529.0,1,0,14-09-2012,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,162,112.3,1,Has Child,0,3
1919,70,Graduate,Single,70792.0,0,0,06-02-2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,1272,107.46666666666667,0,No Child,0,1
1920,39,Graduate,Partner,63211.0,0,0,02-11-2012,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,1173,110.66666666666667,0,No Child,1,2
1921,47,Postgraduate,Partner,83891.0,0,1,20-06-2014,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,816,90.83333333333333,1,Has Child,0,3
1922,53,Graduate,Single,36065.0,1,1,31-03-2013,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,74,105.7,2,Has Child,0,3
1923,67,Graduate,Partner,39898.0,0,1,12-02-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,134,107.26666666666667,1,Has Child,0,3
1924,81,Postgraduate,Single,51141.0,0,0,08-07-2013,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,157,102.4,0,No Child,0,1
1925,45,Graduate,Partner,56939.0,0,1,18-09-2013,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,561,100.0,1,Has Child,0,3
1926,70,Graduate,Single,80872.0,0,0,12-05-2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,1336,92.13333333333334,0,No Child,0,1
1927,45,Postgraduate,Partner,72335.0,0,0,13-08-2012,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,2092,113.36666666666666,0,No Child,1,2
1928,57,Postgraduate,Single,61798.0,0,0,23-11-2013,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,463,97.8,0,No Child,0,1
1929,71,Postgraduate,Single,76842.0,0,0,03-05-2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,1130,92.43333333333334,0,No Child,0,1
1930,45,Graduate,Partner,29478.0,1,0,17-01-2014,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,20,95.96666666666667,1,Has Child,0,3
1931,65,Graduate,Single,46998.0,0,1,22-10-2012,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,377,111.03333333333333,1,Has Child,1,2
1932,31,Graduate,Single,96843.0,0,0,23-04-2013,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,1544,104.93333333333334,0,No Child,2,1
1933,71,Postgraduate,Single,56551.0,1,1,07-05-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,138,92.3,2,Has Child,0,3
1934,56,Postgraduate,Partner,70053.0,0,1,03-07-2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,1012,102.56666666666666,1,Has Child,0,3
1935,59,Postgraduate,Single,71670.0,0,0,09-07-2013,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,1766,102.36666666666666,0,No Child,4,1
1936,43,Graduate,Partner,44359.0,1,1,17-06-2014,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,45,90.93333333333334,2,Has Child,0,4
1937,69,Graduate,Single,40887.0,1,1,06-05-2013,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,161,104.5,2,Has Child,1,3
1938,55,Graduate,Single,48877.0,0,1,05-01-2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,144,96.36666666666666,1,Has Child,0,2
1939,74,Graduate,Partner,74485.0,0,0,24-08-2013,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,1734,100.83333333333333,0,No Child,0,2
1940,49,Graduate,Partner,64474.0,0,1,22-10-2013,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,823,98.86666666666666,1,Has Child,0,3
1941,58,Graduate,Partner,77226.0,0,1,28-02-2014,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,1138,94.56666666666666,1,Has Child,0,3
1942,72,Graduate,Single,72643.0,0,0,27-02-2013,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,1429,106.76666666666667,0,No Child,2,1
1943,43,Postgraduate,Partner,85738.0,0,0,23-01-2014,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,1371,95.76666666666667,0,No Child,2,2
1944,55,Graduate,Single,55686.0,0,1,14-02-2013,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,982,107.2,1,Has Child,1,2
1945,38,Graduate,Single,39062.0,1,0,25-03-2014,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,44,93.73333333333333,1,Has Child,1,2
1946,50,Graduate,Partner,34600.0,1,1,01-01-2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,108.66666666666667,2,Has Child,1,4
1947,46,Graduate,Partner,40794.0,0,1,07-04-2013,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,434,105.46666666666667,1,Has Child,0,3
1948,50,Undergraduate,Partner,54690.0,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,98.33333333333333,2,Has Child,0,4
1949,58,Undergraduate,Partner,32632.0,0,0,02-08-2012,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,576,113.73333333333333,0,No Child,0,2
